0,0,0,0,0,0,0,0,0.16093881,0.25146689,0.000279408,0.123218776,0.234981839,0.040234702,0.188879575,0
0,0,0,0,0,0,0,0,0.285714286,0.315,0,0.120714286,0.120714286,0.14,0.017857143,0
0,0,0,0,0,0,0,0,0.011843079,0.018504811,0,0,0.00296077,0.906735751,0,0.059955588
0,0,0,0,0,0,0,0,0.444556452,0.226814516,0,0.226814516,0.081653226,0.016129032,0.004032258,0
0,0,0,0,0,0,0,0,0.4608,0.32,0,0.02,0.08,0.1152,0.0032,0.0008
0,0,0,0,0,0,0,0,0.127236581,0.097415507,0.001988072,0.017892644,0.286282306,0.071570577,0.389662028,0.007952286
0,0,0,0,0,0,0,0,0.12613557,0.254716981,0,0.218378756,0.335779175,0.042278127,0.022361985,0.000349406
0,0,0,0,0,0,0,0,0.070707071,0.243867244,0,0.092352092,0.036075036,0.520923521,0.012987013,0.023088023
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0